idx,pw_len,pt_len,enc_time_s,dec_time_s,correct,cpu_before,cpu_after,mem_before_mb,mem_after_mb,cipher_digits,cipher_bytes_len,cipher_entropy,chi2,chi_p,serial_corr,runs_p
41,15,31,0.19633420000900514,0.22572919999947771,0,0.0,22.1,207.71875,207.71875,033155012128153096190004164156113063089008239130240027186050255234167178115226176103207067249199224155169120141098147123231165169006089102172087085246184234111234218241012215139036195153192125118182169116153186159148243165146063038207045087252207184223041254156159115238139241023118002186118031045085009143071085202227146235182075206087197025065079168005127159180022176009207118065252224186169120116182071123099165212018143008172123085161148030041223156103034215095241173067134197053186214172116216107161099115169051038095107193042246184203041254156159115238139241023118002186118089000085160182253121243070113051096176020163019246148030111005115075053195176009106079251235204143045209160186253195050156068081089158206193197055186230041122029241247056095036023230249197053089212085118155124121099036133199096106045087004246108030111122094166214058246241106067002062177031248022116216124121099158080018143106194006019226131048016043094054180071114036106118251235024031239172160143147004231074171063038106020150019226131230111211167103014215114160059153251252033216169151009186147004030227080233143095045175085161108136,372,7.038729108367127,478.58064516129036,8.080683153173364e-16,-0.0716306396726795,0.8484711419090545
42,11,17,0.23826349998125806,0.23516290000407025,0,0.0,32.3,207.71875,207.71875,029243137071253028030076023244119192170024089112189126114102090219038055050082024043245041200000085187039156201244107076203153186192118214250190027104209011018205245055050252196091152231217166208005252015164244176034165209215216104214250155003126114142127197038228058082014043152097180214206243095098129154184052165153215136024214072030189200244054066099253066196228160149067012122100012158095042033057107034203244171118243166130030127180244067038205003018169090196233085068217184208214237156164234176034213229215136158024044190205208164054018197110148196042184248059151145214206243145050253028176167006057025126,204,6.687949422673559,375.7647058823529,1.2484254702638332e-06,0.033413743809872,0.42782565366091907
43,14,6,0.24141640000743791,0.3171903000038583,0,0.0,41.6,207.71875,207.71875,148122050223100236091169238210122133192163123068168156246189205027009051104214168214242050133214082152220199088244206119160060030133192077143077194156246123019139215131104032046008242236123188166008002041186244010131,72,5.610693577741056,340.4444444444444,0.00027315847098988497,0.1567377109435642,0.865453209730165
44,16,26,0.24748449999606237,0.257835199998226,0,0.0,16.3,207.72265625,207.734375,002096111172084148056178173065191001175019105018089056249182222132012023024233193223156086005038196225162241011082056017173055250092201032080033047168143106129132073039128073031196156245104075253013002012084115160178157055098221046128200138047155148104231047115037033022251032175245005134092192002012009063171178173055089058015176251018028222107081076242082132179132251034081101030182092096048023153082171017175209105162098032105129047197107104058132063132126233190025055086165235002192050012153148155019157013201231240128091087066228148104033183073183033047045025055008030235111061162082057073153236080140004049201108183087132168181151231022012037255233038178055019165235196225238172057063011129014065164162242108200109089101143104076073242028197047045018081101165106196096111045050082171236113140201162015178091109089058105140222036063193128132031025156019165021092192002082244242153033113044004221201108080177132222107090129047063183,312,6.762807551247732,539.6923076923077,1.5453191727871726e-22,0.015999020479638516,0.37923181841653486
45,14,23,0.23712140001589432,0.24727440002607182,0,0.0,33.7,207.734375,207.734375,079189236117096164168007044070176204159125202186142033074214213125133227093129226058017172221192183056159236126049089192212195176087103049095140118033084013000139203018003070057225196119103189245054103160229049246191247086053163019063065109052023131013213125232156124059057175229086254069245163236084096186246069110086107161226125202140120091068148033007149018242195188192229057221208183237157059019069184189212183107220188075202248052142193067033137133189126205226058107057043191108054236086017201246069088195053163157170050109118142059067035049016036126183178058017162176192060066236086126164111069088070107027103228079109227192084013080125149102134183172225196084254049050179103117159180045075044059037161037228050186118222131013080049016243126205195052107039174208077206159086159186168049034024107161105197095000120033026093,276,6.795187097120776,477.15942028985506,1.1325938578614391e-15,0.13020892411287807,0.5731404680954948
46,8,4,0.21387229999527335,0.19978789999731816,0,28.6,27.7,207.734375,207.734375,066138038215037155235184135048005242114183063108113134033123239198218017139068011014095211010163087126166215047207160002141177117206109125032152,48,5.543295834054489,218.66666666666669,0.9517880824553778,-0.13040074706398777,0.6861459549233222
47,19,6,0.22209870000369847,0.20380939997266978,0,0.0,21.2,207.734375,207.734375,154009053133184166015103032067157173214245204176113251060194043231149156198088183216068226184077109060220196014184096207151118069152037119059051179022060053233037225024094053183216236203009100181208047159166203058076,72,5.805138022185501,290.6666666666667,0.061732865543577195,-0.06149708798068325,0.9417966482041684
48,12,27,0.23962009997921996,0.20613530001719482,0,100.0,19.0,207.734375,207.73828125,225198093202215249226025197108189229103202155035152018123186255131067078135106093188015036193235216014049145208122160032070227232068138080045252027018218180198044067212233229252210140036198008062025252202093254140032171085170203227164120026150124241248255193001237100106052125067074069197123237093078049122229032197000232229166136020215212136046089164096001195238229052254084035075252216198083078208116160014194066230203105136183185212080218214232096142143100106210188001235069074057131252168008249229066171085101242005143020252027087152239073119160237238040190031001008193235246076215039031254111032135066101068228202217120250211218239039078160032171137210210206035039169021198146145190213229032171085011042060080245149027080123027039193001012135135051254109197234169216032215145093054045131010014189169228011155035195177218089255193001237100106052125067074069197057014208073093024206237036227132167228202045149212211246048011119160129038135235125140167168252225032252039,324,6.86173095717996,521.4320987654321,1.8900239699822062e-20,-0.014244196921134022,0.7598930503277936
49,19,15,0.23284569999668747,0.21555950000765733,0,0.0,23.7,207.73828125,207.73828125,128130019007078157131017002140072049148238088239211025243151082074044016074254112070199110075008044049219207063055105120168007149016032119183114078025162074136076152164036144170054182196167014042049044007056237030165065179146155140090180117077079162028127163152008074208110023223025061202192103050232161237030203223068252219078152064003077025165151082107181016254211112242005132077008192064044232056234128229137218146055253233127036211132204059127058181202230077132048005112108126093049044238105116173120108179195065253233064005133135022074,180,6.627836188148165,357.6,2.3027262796389662e-05,-0.022555319021891417,0.5852917925249757
50,10,17,0.22830779998912476,0.24181639999733306,0,0.0,20.9,207.73828125,207.73828125,255158202218162077186194127078021142109213222095101185062154053248086120201048236233016174086094033097239106010087120028107199009232183191202145121015252064071177086162215134236043239081078094033201122218208087096160090127177080105064098053101015224084098201136010019134097143053096086040137201016126030151237160013199215076169023102045167207088154235177136010097207201051153096254090037187202024166047018198107127215080224009098233185203062101235007086208187070019233153006219132057205102079166087100194013007165232105019098053125211228154098113082047215152221247133116234060033011016024047073220110090195201138,204,6.740796084688885,363.21568627450984,9.649360073132305e-06,-0.05556978162774356,0.881702505760245
51,8,10,0.23541900000418536,0.34182429997599684,0,0.0,26.9,207.73828125,207.73828125,085142236097054098205252196020173242088155119053060076103168048007159228039131015080184058238100085142151109077098219214144121173076231007037009022055216168057166116206067131182034184255182161085230151109136098191187172011171237231007109053097040097168126061232082164153000034184100210114049142129057019120138243047170249209231024109009022020068252019007205206,120,6.229522157982316,345.0666666666666,0.0001442717669708695,0.06309589530975705,0.9973158541074527
52,12,24,0.3685677999746986,0.4041031000087969,0,0.0,20.5,207.73828125,207.73828125,119174136060253232117158051125134088126153079218053126231080022090005170223014100021100174157006119221136132125191080252012015041153053113188141105150236041022090049045233192140119199022151065117221223096247175041148080057006153251241114162053053247090145103014170233064170159140174151065049215188096177232050158255015041082198241112209209178209034022006119158233014140081140111151169187147131207149180020187080059205033181137060238154141149090034226182102235111168103116101239065020215250069177232218148180004110088221191054238026053209050034226005230212056168159035022023226072174223132149137020231023088006033154241060034209134236022022006051170212056100103035111255065049242136039179191041252023119205042205153079236086244247117020090005170167014151081006111219090083093250003054205080158051088074210191130188141209176031041050035119158233051156108006101023103,288,6.720728453307577,536.8888888888889,3.262939264969577e-22,-0.06156477703633778,0.2522760978109484
53,14,8,0.40873480000300333,0.4094764000037685,0,0.0,17.3,207.73828125,207.73828125,245033209086038232068007244235109178172070066196230234119022018252175217134104214184158172235217220184093207248022151217244000071188133070080206222057119003232163200225147058210135158254056054220083142157038194027217053254071159148101107043247102125200204155200031147228195131166136017054,96,6.139599089240287,288.0,0.0760979271975033,-0.1207731138460788,0.37227852220204705
